set,subset,partition,filename,attack_family_token,relative_path,sha256,size_bytes,header_raw,column_names,schema_exact_match,has_utf8_bom,row_count,blank_line_count,malformed_row_count,malformed_wrong_field_count,malformed_bad_timestamp,malformed_bad_arbitration_id,malformed_bad_data_field,malformed_bad_attack_label,attack0_count,attack1_count,attack_ratio,empty_data_field_count,empty_data_field_attack1_count,timestamp_min,timestamp_max,timestamp_span_s,timestamp_decrease_count,timestamp_equal_consecutive_count,timestamp_max_decrease_s,unique_arbitration_id_count,arbitration_id_hexlen_min,arbitration_id_hexlen_max,data_field_hexlen_min,data_field_hexlen_max,data_field_hexlen_min_nonempty,odd_hexlen_data_field_count,attack_episode_count,attack_contiguity,first_attack_row,last_attack_row,longest_attack_episode_rows,attack_row_density_within_span,first_attack_timestamp,last_attack_timestamp,attack_time_span_s,max_gap_between_attack_frames_s,attack_time_episode_count_gap_gt_1s,attack_time_contiguity_gap_gt_1s,quoted_row_count,file_ends_with_newline,error
set_01,test_02_unknown_vehicle_known_attack,test,force-neutral-3.csv,force-neutral,set_01/test_02_unknown_vehicle_known_attack/force-neutral-3.csv,be45ea3adc7dc010ff83218cf7ccd7f5a615999476f6b40e5946220dca198bc3,17064422,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,449461,0,0,0,0,0,0,0,449429,32,0.00007120,0,0,1672531200.0,1672531374.70668,174.706680,1,0,0.000130177,98,3,3,2,16,2,0,32,multiple,293970,302153,1,0.003910,1672531314.274,1672531317.448314,3.174314,0.103117,1,single_window,0,True,
set_01,test_02_unknown_vehicle_known_attack,test,force-neutral-4.csv,force-neutral,set_01/test_02_unknown_vehicle_known_attack/force-neutral-4.csv,2b7b9c19741b51cfb413daeb864cfc50d17a45293066d967e6033ddd4799c94e,62637610,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1646238,0,0,0,0,0,0,0,1646182,56,0.00003402,0,0,1672531200.0,1672531839.9689679,639.968968,5,0,0.000057936,98,3,3,2,16,2,0,56,multiple,916174,930700,1,0.003855,1672531556.1774449,1672531561.8115489,5.634104,0.103220,1,single_window,0,True,
set_01,test_02_unknown_vehicle_known_attack,test,rpm-3.csv,rpm,set_01/test_02_unknown_vehicle_known_attack/rpm-3.csv,03113c53b5eb6a0876810f7b8937501f56e912d576a2d3259e90b4869c711f72,24085526,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,635397,0,0,0,0,0,0,0,635271,126,0.00019830,0,0,1672531200.0,1672531446.9786251,246.978625,5,0,0.000023842,98,3,3,2,16,2,0,126,multiple,375193,408227,1,0.003814,1672531345.873163,1672531358.6681981,12.795035,0.103227,1,single_window,0,True,
set_01,test_02_unknown_vehicle_known_attack,test,rpm-4.csv,rpm,set_01/test_02_unknown_vehicle_known_attack/rpm-4.csv,f3c5b8f07306598ef0e260fef9b64617fd2a3b02c2db69af0e1e43b67dee55fb,24583034,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,645613,0,0,0,0,0,0,0,645587,26,0.00004027,0,0,1672531200.0,1672531451.040834,251.040834,2,0,0.000017881,98,3,3,2,16,2,0,26,multiple,398815,463303,1,0.000403,1672531355.0790169,1672531380.1465271,25.067510,1.003276,26,multiple_windows,0,True,
set_01,test_02_unknown_vehicle_known_attack,test,standstill-3.csv,standstill,set_01/test_02_unknown_vehicle_known_attack/standstill-3.csv,9956ebfa2702c31c8aebbb57e8b0f270be34535d667d3f2672b18c0197ac4bc9,24165206,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,635543,0,0,0,0,0,0,0,635271,272,0.00042798,0,0,1672531200.0,1672531446.9788351,246.978835,10,3,0.000154972,98,3,3,2,16,2,0,272,multiple,563749,635427,1,0.003795,1672531419.1815441,1672531446.9365511,27.755007,0.103587,1,single_window,0,True,
set_01,test_02_unknown_vehicle_known_attack,test,standstill-4.csv,standstill,set_01/test_02_unknown_vehicle_known_attack/standstill-4.csv,5b5e8f61bc9af363b876253cb85584fc46f79676b68f662ddee214f706d24442,24726257,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,645666,0,0,0,0,0,0,0,645587,79,0.00012235,0,0,1672531200.0,1672531451.0403428,251.040343,3,0,0.000092030,98,3,3,2,16,2,0,79,multiple,423771,444396,1,0.003830,1672531364.7824819,1672531372.7730289,7.990547,0.103393,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,double-3.csv,double,set_01/test_03_known_vehicle_unknown_attack/double-3.csv,5424301d48e90a1625d756f7291f6320975d3d8723578b2eb278e58beb3ae970,34817685,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,902805,0,0,0,0,0,0,0,901913,892,0.00098803,0,0,1672531200.0,1672531823.702785,623.702785,33,1,0.000114202,51,3,3,4,16,4,0,729,multiple,323511,333531,2,0.089013,1672531423.666327,1672531429.972465,6.306138,0.014215,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,double-4.csv,double,set_01/test_03_known_vehicle_unknown_attack/double-4.csv,387c28887c3ce8b96653f30903886cd4f197d494a3bf2834e26357fb651e5e64,32780010,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,840014,0,0,0,0,0,0,0,839614,400,0.00047618,0,0,1672531200.0,1672531781.063267,581.063267,31,0,0.000075817,51,3,3,4,16,4,0,347,multiple,271474,276061,2,0.087184,1672531387.8558788,1672531390.75659,2.900711,0.014024,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,fuzzing-3.csv,fuzzing,set_01/test_03_known_vehicle_unknown_attack/fuzzing-3.csv,526dbd06fa48816c11b40d1a568bac9aea8b7b582ea2e5405452e06fed1bd65b,22136964,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,573786,0,0,0,0,0,0,0,567849,5937,0.01034706,385,385,1672531200.0,1672531592.498821,392.498821,0,15,0.000000000,1946,3,3,0,16,2,0,5937,multiple,45166,181053,1,0.043690,1672531231.210861,1672531321.0567639,89.845903,0.015550,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,fuzzing-4.csv,fuzzing,set_01/test_03_known_vehicle_unknown_attack/fuzzing-4.csv,8a6a60ba7d4dcae8c4ae057cbe946bf380e951b2ddbf8b6c6f1ca3c7b203dcbd,15879440,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,409146,0,0,0,0,0,0,0,409108,38,0.00009288,1,1,1672531200.0,1672531482.764776,282.764776,0,0,0.000000000,89,3,3,0,16,2,0,38,multiple,65021,118607,1,0.000709,1672531244.945936,1672531281.9519939,37.006058,1.000224,38,multiple_windows,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,interval-3.csv,interval,set_01/test_03_known_vehicle_unknown_attack/interval-3.csv,0bded8086f4f35244f08da7593fcf7ab90c6e59262955f508924d5d3f197c0b0,30698545,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,786935,0,0,0,0,0,0,0,782643,4292,0.00545407,0,0,1672531200.0,1672531740.7932889,540.793289,0,0,0.000000000,51,3,3,4,16,4,0,4292,multiple,74940,786918,1,0.006028,1672531251.7697408,1672531740.78299,489.013249,60.176073,2,multiple_windows,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,interval-4.csv,interval,set_01/test_03_known_vehicle_unknown_attack/interval-4.csv,01137c00610f247fca7d0047e58b283d5a905cc44e2b399492a10a4a263248b8,34341759,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,884330,0,0,0,0,0,0,0,884204,126,0.00014248,0,0,1672531200.0,1672531811.2878649,611.287865,0,0,0.000000000,51,3,3,4,16,4,0,126,multiple,142620,160821,1,0.006922,1672531298.5785,1672531311.072886,12.494386,0.102833,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,speed-3.csv,speed,set_01/test_03_known_vehicle_unknown_attack/speed-3.csv,28109daa01df0396dd8fbcba208be3fe69294e3527e4028428468b693a83d4ae,24604895,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,631438,0,0,0,0,0,0,0,627709,3729,0.00590557,0,0,1672531200.0,1672531634.6968679,434.696868,36,6,0.000021935,51,3,3,4,16,4,0,3346,multiple,113138,132906,3,0.188629,1672531278.7417889,1672531289.835228,11.093439,0.004797,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,speed-4.csv,speed,set_01/test_03_known_vehicle_unknown_attack/speed-4.csv,531376570b4842e77cfd4f5c033facf750e7a6172c3d088b756165b5408c13ed,24049791,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,622822,0,0,0,0,0,0,0,621230,1592,0.00255611,0,0,1672531200.0,1672531629.7675619,429.767562,16,1,0.000047922,51,3,3,4,16,4,0,1437,multiple,271650,280000,3,0.190636,1672531387.8642421,1672531392.5355821,4.671340,0.004482,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,systematic-3.csv,systematic,set_01/test_03_known_vehicle_unknown_attack/systematic-3.csv,f80791575a69da35407cc9a1941df725c8f634208b0d1e016444d45700466aa6,30325595,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,783562,0,0,0,0,0,0,0,782643,919,0.00117285,67,67,1672531200.0,1672531740.7935519,540.793552,0,3,0.000000000,940,3,3,0,16,2,0,919,multiple,232375,333135,1,0.009121,1672531360.5654659,1672531429.552325,68.986859,0.075269,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,systematic-4.csv,systematic,set_01/test_03_known_vehicle_unknown_attack/systematic-4.csv,591bff23af57d632f7f1fb95ac18bdc75f9236d692d497c4187ca61ee9d2f987,22146425,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,567973,0,0,0,0,0,0,0,567849,124,0.00021832,17,17,1672531200.0,1672531592.4986022,392.498602,0,0,0.000000000,175,3,3,0,16,2,0,124,multiple,37817,126906,1,0.001392,1672531226.136276,1672531287.652493,61.516217,0.500269,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,triple-3.csv,triple,set_01/test_03_known_vehicle_unknown_attack/triple-3.csv,b579b502158707271fa33a4fd32adf47b1758454442b0361573dabc6e5cf9a26,31298504,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,807996,0,0,0,0,0,0,0,805802,2194,0.00271536,0,0,1672531200.0,1672531757.1521449,557.152145,50,2,0.000154972,51,3,3,4,16,4,0,1514,multiple,276860,294014,3,0.127893,1672531391.386852,1672531401.7305589,10.343707,0.013481,1,single_window,0,True,
set_01,test_03_known_vehicle_unknown_attack,test,triple-4.csv,triple,set_01/test_03_known_vehicle_unknown_attack/triple-4.csv,e4537cb5078f58019066334304cf1256f6f12ae48b1abb48aa32a0239c7b3855,32162261,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,824468,0,0,0,0,0,0,0,823886,582,0.00070591,0,0,1672531200.0,1672531769.7675798,569.767580,14,1,0.000101328,51,3,3,4,16,4,0,378,multiple,285946,290465,3,0.128761,1672531397.7525198,1672531400.4761138,2.723594,0.013128,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,double-3.csv,double,set_01/test_04_unknown_vehicle_unknown_attack/double-3.csv,3d24a7fc708ca920580c72ff667d37df9c5037caf331471d0562a34d131d04b5,41775703,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1106909,0,0,0,0,0,0,0,1105633,1276,0.00115276,0,0,1672531200.0,1672531754.3853409,554.385341,15,6,0.000055075,62,3,3,4,16,4,0,1045,multiple,323282,340968,2,0.072143,1672531363.451967,1672531371.649791,8.197824,0.012987,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,double-4.csv,double,set_01/test_04_unknown_vehicle_unknown_attack/double-4.csv,9e6248652f95b208bdff2f42b38d86e016510120b2e1493d56ca126c81e7bbb0,49379769,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1300435,0,0,0,0,0,0,0,1299820,615,0.00047292,0,0,1672531200.0,1672531851.996917,651.996917,9,2,0.000031948,62,3,3,4,16,4,0,490,multiple,588824,597246,2,0.073014,1672531494.379148,1672531498.28253,3.903382,0.012852,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,fuzzing-3.csv,fuzzing,set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-3.csv,5e3f3d75efff9a7fcb1acae56fa2dfca5b8049cf33b0c3978bfa30e9f868ec85,18755856,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,495332,0,0,0,0,0,0,0,489220,6112,0.01233920,370,370,1672531200.0,1672531446.1206241,246.120624,0,11,0.000000000,1925,3,3,0,16,2,0,4326,multiple,311805,331320,5,0.313179,1672531355.9014711,1672531362.6043291,6.702858,0.001325,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,fuzzing-4.csv,fuzzing,set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,af823272547f3356ef5dbba838e8f472b6ac0dcc5a046a91094bdc2092c45b6a,23502550,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,619269,0,0,0,0,0,0,0,619066,203,0.00032781,10,10,1672531200.0,1672531510.99509,310.995090,0,0,0.000000000,250,3,3,0,16,2,0,203,multiple,83974,124678,1,0.004987,1672531242.0637641,1672531262.29298,20.229216,0.100313,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,interval-3.csv,interval,set_01/test_04_unknown_vehicle_unknown_attack/interval-3.csv,1d15c1d078fe7bc91438f4b1855e62c408a9325c605d6ff1b88f71f7415a67cb,33584019,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,891053,0,0,0,0,0,0,0,890946,107,0.00012008,0,0,1672531200.0,1672531645.430057,445.430057,0,0,0.000000000,62,3,3,4,16,4,0,107,multiple,436229,457569,1,0.005014,1672531418.0983269,1672531428.7178969,10.619570,0.102613,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,interval-4.csv,interval,set_01/test_04_unknown_vehicle_unknown_attack/interval-4.csv,07d8e41c9554c95a421e3aad9d8b7b185edbfd568acb36505da0b5fb2b51f1e3,32589943,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,857658,0,0,0,0,0,0,0,857632,26,0.00003032,0,0,1672531200.0,1672531710.2366068,510.236607,0,0,0.000000000,62,3,3,4,16,4,0,26,multiple,388147,393182,1,0.005163,1672531394.073808,1672531396.5797129,2.505905,0.102983,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,speed-3.csv,speed,set_01/test_04_unknown_vehicle_unknown_attack/speed-3.csv,0925bcd53d764a4aa57bccbaed5873c32a29b35a97ca3bc3418f53cb2afcbc87,98986383,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,2625443,0,0,0,0,0,0,0,2622302,3141,0.00119637,0,0,1672531200.0,1672532810.0149,1610.014900,45,2,0.000179052,62,3,3,4,16,4,0,2933,multiple,829752,850877,3,0.148679,1672531884.3250949,1672531893.31208,8.986985,0.004204,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,speed-4.csv,speed,set_01/test_04_unknown_vehicle_unknown_attack/speed-4.csv,122cfd410b0d2b4b55059bb75c26368e8337df776599d9d2cc39f3b0632cb043,71749378,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1898360,0,0,0,0,0,0,0,1898296,64,0.00003371,0,0,1672531200.0,1672532148.8104451,948.810445,6,0,0.000036001,62,3,3,4,16,4,0,64,multiple,832770,845708,1,0.004946,1672531616.295897,1672531622.7364569,6.440560,0.102901,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,systematic-3.csv,systematic,set_01/test_04_unknown_vehicle_unknown_attack/systematic-3.csv,bb4af22be82a9cc583184f9192ac30126196218338711050272612c516acd7aa,19340328,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,507374,0,0,0,0,0,0,0,507315,59,0.00011629,4,4,1672531200.0,1672531453.6923158,253.692316,0,0,0.000000000,121,3,3,0,16,2,0,59,multiple,52516,168585,1,0.000508,1672531226.2646089,1672531284.271523,58.006914,1.000241,59,multiple_windows,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,systematic-4.csv,systematic,set_01/test_04_unknown_vehicle_unknown_attack/systematic-4.csv,0687f61bf1c5093f98ccfc52c6810dfa95d13c5d96e105bff5a5efbf91d61585,12530600,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,330614,0,0,0,0,0,0,0,329692,922,0.00278875,61,61,1672531200.0,1672531364.7226188,164.722619,0,3,0.000000000,585,3,3,0,16,2,0,922,multiple,106255,195727,1,0.010305,1672531253.09602,1672531297.332278,44.236258,34.900890,2,multiple_windows,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,triple-3.csv,triple,set_01/test_04_unknown_vehicle_unknown_attack/triple-3.csv,690d047141c7918bd6ec623d788e424c04b3305482272e4eccacfb194a5ed9a4,75208963,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1993660,0,0,0,0,0,0,0,1993054,606,0.00030396,0,0,1672531200.0,1672532197.5164831,997.516483,10,0,0.000145912,62,3,3,4,16,4,0,427,multiple,705391,711568,3,0.098090,1672531552.500663,1672531555.28344,2.782777,0.013526,1,single_window,0,True,
set_01,test_04_unknown_vehicle_unknown_attack,test,triple-4.csv,triple,set_01/test_04_unknown_vehicle_unknown_attack/triple-4.csv,122c3d6aebe4babc9e56a5e2e75b564e51734814714814ffc0e5bd0147530c5a,22523639,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,594448,0,0,0,0,0,0,0,593335,1113,0.00187233,0,0,1672531200.0,1672531496.545475,296.545475,22,3,0.000109911,62,3,3,4,16,4,0,817,multiple,297411,308715,3,0.098452,1672531348.69166,1672531353.785471,5.093811,0.013288,1,single_window,0,True,
set_01,train_01,train,accessory-1.csv,accessory,set_01/train_01/accessory-1.csv,01fd35561a0756782d05b8aa99af1eb555ad3dfa51137a90e05901adf826007e,8085578,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,207704,0,0,0,0,0,0,0,207704,0,0.00000000,0,0,1672531200.0,1672531343.6413469,143.641347,0,0,0.000000000,51,3,3,4,16,4,0,0,none,,,0,,,,,,0,none,0,True,
set_01,train_01,train,accessory-2.csv,accessory,set_01/train_01/accessory-2.csv,6cab63f1d04a06cade61b21b356f26524095fc7bc10de39a86ba9fee2ca5b5cb,8768770,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,226166,0,0,0,0,0,0,0,226166,0,0.00000000,0,0,1672531200.0,1672531356.5317769,156.531777,0,0,0.000000000,51,3,3,4,16,4,0,0,none,,,0,,,,,,0,none,0,True,
set_01,train_01,train,attack-free-1.csv,attack-free,set_01/train_01/attack-free-1.csv,ac377ea04cfcc0c742761ff9e6fad2ba80ab9bbeefffc0ff8fdabd0be9c2f05c,75976161,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1952833,0,0,0,0,0,0,0,1952833,0,0.00000000,0,0,1672531200.0,1672532550.215714,1350.215714,0,0,0.000000000,51,3,3,4,16,4,0,0,none,,,0,,,,,,0,none,0,True,
set_01,train_01,train,attack-free-2.csv,attack-free,set_01/train_01/attack-free-2.csv,a78ed1e6e3c2ddd6711584a7806acbdf146ae4c04cc15a2caf4fae83c755671a,49385649,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,1265599,0,0,0,0,0,0,0,1265599,0,0.00000000,0,0,1672531200.0,1672532074.9271538,874.927154,0,0,0.000000000,51,3,3,4,16,4,0,0,none,,,0,,,,,,0,none,0,True,
set_01,train_01,train,DoS-1.csv,DoS,set_01/train_01/DoS-1.csv,70ba91332949ec1ce68faa5ff89e9647b9e271153108ccc5eff4c24d7e10117d,3498722,"timestamp,arbitration_id,data_field,attack",timestamp|arbitration_id|data_field|attack,True,False,90169,0,0,0,0,0,0,0,81030,9139,0.10135412,0,0,1672531200.0,1672531256.038538,56.038538,0,10,0.000000000,52,3,3,4,16,4,0,4065,multiple,4841,24427,12,0.466585,1672531203.3472559,1672531210.5712571,7.224001,0.001887,1,single_window,0,True,
